teams_ids,team,country,tm_data,city
20411,Motorlet Praha,Czech Republic,,
10055,Odra Petřkovice,Czech Republic,"FC Odra Petřkovice is a Czech football club located in the Petřkovice district of Ostrava. It currently plays in the Moravian–Silesian Football League, which is the third tier of Czech football."," Czech football club located in the Petřkovice district of Ostrava"
13730,Tokyo U23,Japan,"Football Club Tokyo, commonly known as FC Tokyo, is a Japanese professional football club based in Chōfu, Tokyo. The club plays in the J1 League, which is the top tier of football in the country. The team is one of only four in the J."," Japanese professional football club based in Chōfu"
,TuS Osdorf,Germany,,
,Cetatea Targu Neamt,Romania,,
7887,Slatina,Romania,"ACS FC Olt Slatina was a Romanian professional football club from Slatina, Olt County, Romania, founded in 2006 and dissolved in 2015.",
18389,Eendracht Termien,Belgium,,
,Changwon,Korea Republic,,
10245,Frigg,Norway,Frigg Oslo Fotballklubb is a Norwegian sports club from Majorstua in Oslo. It has sections for association football and bandy.," Norwegian sports club from Majorstua in Oslo"
22313,Mokra Gora,Serbia,"FK Mokra Gora is a football club based in Zubin Potok, Kosovo. They currently compete in the Šumadija-Raška Zone League, the fourth tier of the Serbian football league system."," football club based in Zubin Potok"
,Grei,Norway,,
,Silkeborg KFUM,Denmark,,
,Güímar,Spain,,
12993,Vejgaard,Denmark,"Vejgaard Boldspilklub is an association football club based in Vejgaard, a suburb of Aalborg, Denmark, that competes in the Denmark Series, the fourth tier of the Danish football league system. Founded in 1925, it is more simply known as 'Vejgaard BK' or 'VB'.",n association football club based in Vejgaard
,Naesby,Denmark,,
16369,Austria Lustenau II,Austria,,
23380,Strindheim,Norway,"Strindheim Idrettslag is a Norwegian multisports club located in Trondheim. It has sections for athletics, handball, football, speed skating, and cross-country skiing. The cross-country ski team has several world cup competitors (see separate article for Petter Northug)."," Norwegian multisports club located in Trondheim"
,Newcastle Jets II,Australia,,
14271,Comunicaciones II,Guatemala,,
,TuS Schwachhausen,Germany,,
,IFK Uddevalla,Sweden,,
13191,Santa Rita Vinces,Ecuador,,
11392,Ho Chi Minh City,Vietnam,"Ho Chi Minh City Football Club, simply known as TP Hồ Chí Minh, and commonly known as TPHCM, is a professional football club based in Ho Chi Minh City, Vietnam. The club competes in the V."," professional football club based in Ho Chi Minh City"
9432,DPMM,Singapore,"Duli Pengiran Muda Mahkota Football Club is a professional football club based in Bandar Seri Begawan, Brunei. The club played in the Brunei Premier League in the early 2000s, winning the league title in 2002 and 2004."," professional football club based in Bandar Seri Begawan"
,FC Viktoria Kahl,Germany,,
,Karpaty U21,Ukraine,,
,Bergen Nord,Norway,,
,WBC,Suriname,,
,SWQ Thunder,Australia,,
,América de Quito,Ecuador,,
,Kingston City,Australia,,
,Mjoendalen II,Norway,,
,Lansing Ignite,USA,,
,TSV Schwaben Augsburg,Germany,,
,Viking 2,Norway,,
,Wuerzburger,Germany,,
,Bryne II,Norway,,
23328,Mandalskameratene,Norway,"FK Mandalskameratene is a Norwegian football club, from the town of Mandal in Vest-Agder, currently playing in the 3. divisjon. The club was founded on 1 July 1912, under the name of 'Alladin'. In 1918 the club changed its name to 'Mandalskameratene'."," Norwegian football club"
14619,Shire Endaselassie,Ethiopia,"Shire Endaselassie F.C. is an Ethiopian football club based in Shire, Ethiopia. They are a member of the Ethiopian Football Federation and play in the Ethiopian Premier League, the first division of football in Ethiopia.",n Ethiopian football club based in Shire
13344,Mekelle,Ethiopia,,
13345,Jimma,Ethiopia,"Jimma Aba Jifar Football Club is a professional football club based in Jimma, Ethiopia. They play in the Ethiopian Premier League, the top division of Ethiopian football."," professional football club based in Jimma"
13781,Ovetense,Paraguay,,
,Botopasie,Suriname,,
,Broki,Suriname,,
,Naessjoe FF,Sweden,,
,Guangdong Southern Tigers,China PR,,
7789,Army United,Thailand,Army United Football Club was a Thai football club under the stewardship of Royal Thai Army based in the Din Daeng District of Bangkok and is one of the oldest continuing football club in Asia until they decided to discontinue the club in the end of season 2019 with 103 years old.,
,Vaargaarda IK,Sweden,,
,Nosaby IF,Sweden,,
,Raufoss 2,Norway,,
,IFK Mora FK,Sweden,,
14987,Samford Rangers,Australia,,
,Moggill,Australia,,
23587,Loerenskog,Norway,"Lørenskog Idrettsforening is a Norwegian football club from Lørenskog, founded in 1929 as a merger between Lørenskogkameratene and Solheim IF. Most of the time the club has played in the Norwegian Second Division, with a short spell in the Norwegian First Division in 2002."," Norwegian football club from Lørenskog"
15517,Kolstad,Norway,,
9353,Frem,Denmark,"Boldklubben Frem is a Danish sports club based in the Valby-Sydhavnen area of Copenhagen. It is best known for its semi-professional football team. Since its foundation in 1886, Frem has won the Danish Championships six times and the Danish Cup twice."," Danish sports club based in the Valby-Sydhavnen area of Copenhagen"
,Karonga United,Malawi,,
,Steinkjer,Norway,,
,EB / Streymur II,Faroe Islands,,
13893,KaaPo,Finland,Sämst klubb Kaarinan Pojat is a football club from Kaarina in Finland.  The club was formed in 1932 and their home ground is at the Kaarinan urheilukenttä.  The men's football first team currently plays in the Kakkonen (Second Division).  The Chairman of KaaPo is Olli Tuominen.," football club from Kaarina in Finlandt the Kaarinan urheilukenttä"
,Kompong Cham,Cambodia,,
,Oppsal,Norway,,
,IFK Berga,Sweden,,
,Ytterhogdals IK,Sweden,,
,Egg,Austria,,
,Hodonin-Sardice,Czech Republic,,
,HIK,Denmark,,
,ASKO Wolfnitz,Austria,,
,Toronto FC II,USA,,
,Ranheim 2,Norway,,
,BSG Wismut Gera,Germany,,
10067,Stechovice,Czech Republic,"FK TJ Štěchovice is a Czech football club located in Štěchovice. It currently plays in the Regional Championship - Prague - west, which is the fifth tier of the Czech football system."," Czech football club located in Štěchovice"
8916,Sloga Petrovac,Serbia,"FK Sloga Petrovac is a football club from Petrovac, Serbia."," football club from Petrovac"
22254,Tatran Sedlcany,Czech Republic,,
,Sokol Usti,Czech Republic,,
8482,HFK Olomouc,Czech Republic,"1. HFK Olomouc  is a football club in the Czech Republic, based in Olomouc. The club is currently playing in the Czech Fourth Division. The club previously played in the Czech 2. Liga from 2005–06 until relegation in the 2008–09 season."," football club in the Czech Republic"
,Slavoj Olympia Bruntál,Czech Republic,,
,Penticton,Canada,,
,Surrey United,Canada,,
16371,Rothis,Austria,,
,New Project,Latvia,,
,Balvu,Latvia,,
,Union EdelweiY,Austria,,
,Donau Linz,Austria,,
,Lafnitz II,Austria,,
13248,Renaissance,Guinea,Football Club Renaissance du Congo or simply FC Renaissance is a Congolese football club based in Kinshasa.," Congolese football club based in Kinshasa"
14551,Slavoj Polná,Czech Republic,,
,FK Aelmeboda/Linneryd,Sweden,,
,Ashanti GB,Guinea,,
,Torgelower SV Greif,Germany,,
,Ifoe Bromoella IF,Sweden,,
,Taeby FK,Sweden,,
14620,Debub Police,Ethiopia,"Debub Police Sport Club is an Ethiopian football club based in Hawassa. They play in the Ethiopian Higher League, the second division of Ethiopian football.",n Ethiopian football club based in Hawassa
,Vinbergs IF,Sweden,,
,Sportunion Mauer,Austria,,
18652,Feldkirchen,Austria,"SV-Wigo-Feldkirchen are an Austrian association football club founded in 1948 and was playing in the Austrian Regional League Central in several times. During 2008/2009 season, they finished runners-up in 2007/2008 season with 50 points.",
14284,Olympia Radotín,Czech Republic,"SC Olympia Radotín is a football club located in the Radotín district of Prague, Czech Republic. They played in the fifth tier of the Czech football system."," football club located in the Radotín district of Prague"
11215,Litomerice,Czech Republic,"FK Litoměřicko is a Czech football club located in Litoměřice, in the Liberec Region. It plays in the Krajský přebor (the fifth tier of football in the country)."," Czech football club located in Litoměřice"
15705,Grun WeiY Micheldorf,Austria,,
12485,Bad Sauerbrunn,Austria,,
,Stafsinge IF,Sweden,,
,IFK Stocksund,Sweden,,
,Oerebro Syrianska IF,Sweden,,
,ÖTSU Hallein,Austria,,
,SSV Merten,Germany,,
,Kalush,Ukraine,,
13713,Nam Dinh,Vietnam,"Nam Dinh Football Club, commonly known as Nam Dinh, is a Vietnamese professional football club based in Nam Định. The club currently competes in the V.League, the top flight of Vietnamese football.The club's home stadium is Thiên Trường Stadium."," Vietnamese professional football club based in Nam Định"
,Nenzing,Austria,,
,St. Margarethen / Bur,Austria,,
,Kilb,Austria,,
12854,Al-Shabab Barka,Oman,"Al-Shabab Club is an Omani sports club based in Barka, Oman. The club is currently playing in the Oman Professional League, top division of Oman Football Association. Their home ground is Al-Seeb Stadium.",n Omani sports club based in Barka
20463,Slivnishki geroy,Bulgaria,"Football Club Slivnishki Geroy are a Bulgarian association football club based in Slivnitsa, Sofia Province, currently playing in the South-West Third League. Their home ground since 1966 has been Slivnishki Geroi Stadium.",
,FK Minyor Pernik,Bulgaria,,
,Belasitsa,Bulgaria,,
,Kozara,Bosnia-Herzegovina,,
,Slaven Zivinice,Bosnia-Herzegovina,,
13244,Mont Bleu,Congo DR,,
,Sokol '96,Bulgaria,,
11476,Verdal,Norway,,
13093,Hajduk Split II,Croatia,,
,Canillas,Spain,,
14215,Yenisey Krasnoyarsk U21,Russia,,
10642,NK Koprivnica,Croatia,,
,Victoria Highlanders II,Canada,,
,Reus Deportiu II,Spain,,
,Atlético Tomelloso,Spain,,
,Greifswalder SV,Germany,,
13098,Al Qaisoma,Saudi Arabia,"Al-Qaisumah Football Club, is a Saudi Arabian football club based in Qaisumah, Hafar al-Batin, that plays in the Saudi First Division, the second tier of the Saudi Arabian football league system, formed in 1970."," Saudi Arabian football club based in Qaisumah"
,Gangan,Guinea,,
,Hedensted,Denmark,,
,Inainte Modelu,Romania,,
,Focsani,Romania,,
14539,Sporting Lieşti,Romania,"Clubul Sportiv Sporting Liești, commonly known as Sporting Liești, is a Romanian football club based in Liești, Galați County, Romania. Currently the team plays in Liga III."," Romanian football club based in Liești"
,Şomuz Fălticeni,Romania,,
,Botoşani II,Romania,,
14541,Progresul Spartac,Romania,,
,Tunari,Romania,,
,Astra II,Romania,,
10066,Havirov,Czech Republic,"MFK Havířov is a Czech football club located in Havířov. It currently plays in Divize E, which is in the Czech Fourth Division. In the 1993–94, 1994–95, 1995–96 and 1996–97 seasons, the club played in the Czech 2. Liga."," Czech football club located in Havířov"
23946,Frydlant,Czech Republic,,
,Kozlovice,Czech Republic,,
,Sadovo,Bulgaria,,
,Oern-Horten,Norway,,
,Sporting Rosiori,Romania,,
22377,Filiasi,Romania,"Clubul Sportiv Orășenesc Filiași, commonly known as CSO Filiași, or simply as Filiași, is a Romanian football club based in Filiași, Dolj County, currently playing in the Liga III."," Romanian football club based in Filiași"
,Infratirea Harman,Romania,,
,Iernut,Romania,,
13578,Real Hope FA,Haiti,"Real Hope Football Academy is a professional football club based in Cap-Haïtien, Haiti."," professional football club based in Cap-Haïtien"
,Stand United,Tanzania,,
,IFK Malmoe FK,Sweden,,
20195,Celtiga,Spain,"Céltiga Fútbol Club is a Spanish football team based in A Illa de Arousa in the autonomous community of Galicia. Founded in 1967, it plays in Tercera División – Group 1. Its stadium is Estadio Salvador Otero with a capacity of 2,000 seats."," Spanish football team based in A Illa de Arousa in the autonomous community of Galicia"
,Wuerzburger Kickers II,Germany,,
10384,Rumelange,Luxembourg,"Union Sportive Rumelange, usually abbreviated to US Rumelange, is a football club, based in Rumelange, in south-western Luxembourg."," football club"
,Zebau Bad Ischl,Austria,,
,Pöttinger Grieskirchen,Austria,,
9487,Jiskra Rymarov,Czech Republic,,
13342,Welwalo Adigrat,Ethiopia,"Welwalo Adigrat University Sport Club is an Ethiopian football club based in Adigrat, Ethiopia. They play in the Ethiopian Premier League, the top division of Ethiopian football.",n Ethiopian football club based in Adigrat
14281,Spartak Hulin,Czech Republic,"SK Spartak Hulín is a Czech football club located in Hulín. After relegation from the Moravian–Silesian Football League in 2019, the club stopped its activities and since 2020–21 season it plays in the lower amateur tiers."," Czech football club located in Hulín"
13267,Cwmbran Celtic,Wales,,
,Rincon,Spain,,
,Elephant Coleah,Guinea,,
9338,ROW Rybnik,Poland,"KS ROW 1964 Rybnik is a Polish association football club based in Rybnik. The club was formed in 2003 on the basis of RKS Energetyk Rybnik (founded in 1981) and traces its roots back to ROW Rybnik's football section, which was founded in 1964, and dissolved in the early 1990s."," Polish association football club based in Rybnik"
14144,Elana Toruń,Poland,"Elana Toruń was a Polish football club based in Toruń.  Before dissolving, the team competed in the III liga, 4th tier of the Polish football league system.",
9765,GOSK Gabela,Bosnia-Herzegovina,"Nogometni Klub GOŠK Gabela is a professional association football club based in Gabela, near Čapljina, Bosnia and Herzegovina. The name GOŠK in Croatian means Gabeoski Omladinski Športski Klub (Gabela Youth Sports Club)."," professional association football club based in Gabela"
12997,Brumunddal,Norway,,
,Norild,Norway,,
21917,Spjelkavik,Norway,"Spjelkavik IL is a Norwegian sports club from the neighborhood Spjelkavik in Ålesund. It has sections for football, handball and skiing, and was founded on 18 March 1932. Alpine skiers Mona and Nina Løseth represent the club. The women's football team last played in the top division in 1992."," Norwegian sports club from the neighborhood Spjelkavik in Ålesund"
10160,Fyllingsdalen,Norway,"FK Fyllingsdalen is a football club from Fyllingsdalen, a borough in the Norwegian city of Bergen. The club is a result of a merge between the two football clubs Fyllingen and Løv-Ham. In 2011, the last season before the merge, Løv-Ham played in 1."," football club from Fyllingsdalen"
13426,Usti nad Orlici,Czech Republic,"TJ Jiskra Ústí nad Orlicí is a Czech football club located in the town of Ústí nad Orlicí in the Pardubice Region. It currently plays in the Bohemian Football League, which is the third level of Czech football."," Czech football club located in the town of Ústí nad Orlicí in the Pardubice Region"
11067,Goytre,Wales,,
,VfL Oythe,Germany,,
,TSV 1861 Noerdlingen,Germany,,
,Ladispoli,Italy,,
,Sarnese 1926,Italy,,
,Reggio Audace,Italy,,
14347,Entente Feignies Aulnoye,France,"Entente Feignies Aulnoye Football Club is a football club based in Feignies, France. Founded in 1951 as Sporting Club de Feignies , the club plays in the Championnat National 3, the fifth tier in the French football league system, as of the 2021–22 season."," football club based in Feignies"
,Pukovac,Serbia,,
,Olimpia Ramnicu Sarat,Romania,,
,Sănătatea Darabani,Romania,,
,Oltenita,Romania,,
,Medgidia,Romania,,
,Popesti Leordeni,Romania,,
,Sportul Chişcani,Romania,,
,Aninoasa,Romania,,
13875,Volendam II,Netherlands,,
,Stirling University FC,Scotland,,
14894,Nacional MG,Brazil,,
9203,UAI Urquiza,Argentina,"Club Deportivo UAI Urquiza is an Argentine sports club sited in Villa Lynch, General San Martín Partido of Greater Buenos Aires. Its men's football team currently plays at Primera B Metropolitana, the third division of the Argentine football league system.",
,SpVg Frechen 20,Germany,,
,Union WeiYkirchen,Austria,,
15050,Cosmopolites,Haiti,,
10936,AFC Mansfield,England,"A.F.C. Mansfield is a football club based in Forest Town, a suburb of Mansfield, Nottinghamshire, England. They are currently members of the United Counties League Premier Division North and play at the Forest Town Stadium."," football club based in Forest Town"
,Quintanar del Rey,Spain,,
,FC Huerth,Germany,,
13849,Wad Hashim,Sudan,,
,Virtus Bergamo Alzanoseriate,Italy,,
,Man Utd Zambia Academy,Zambia,,
,Real Murcia II,Spain,,
,Axys Zola,Italy,,
,Classe,Italy,,
,Francavilla Calcio 1927,Italy,,
,FSV Jaegersburg,Germany,,
,SV Deutz 05,Germany,,
,Gebzespor,Turkey,,
,Vasco da Gama Vidigueira,Portugal,,
,Peniche,Portugal,,
,AD Nogueirense,Portugal,,
13538,Anadolu Bağcılar,Turkey,"Uskudar Anadolu Spor Kulubu was founded by Mehmed Bürhaneddin (Burhan Felek) and Dr. Hüdai in 1908. Uskudar Anadolu SK is a Turkish football club in Uskudar, a district on the Asian side of İstanbul. Their team colours are green and white."," Turkish football club in Uskudar"
,Strobl,Austria,,
,Bad Radkersburg,Austria,,
,Spouwen-Mopertingen,Belgium,,
14414,Al-Washm,Saudi Arabia,"Al-Washm Football Club is a professional football club based in Shaqraa, that plays in the Prince Mohammad bin Salman League, the second tier of Saudi football. It was founded in 1967.Al-Washm's colors are white, orange and blue."," professional football club based in Shaqraa"
,Sportist Svoge,Bulgaria,,
,Racing Club Haitien,Haiti,,
,Isla Juventud,Cuba,,
13807,La Habana,Cuba,,
13809,Pinar del Rio,Cuba,FC Pinar del Río is a Cuban football team playing in the Cuban National Football League and representing Pinar del Río Province. They play their home games at the Estadio La Bombonera in Pinar del Río.," Cuban football team playing in the Cuban National Football League and representing Pinar del Río Province"
,Las Tunas,Cuba,,
21986,Fribourg,Switzerland,,
12796,Reno,Jamaica,"Football Club Reno is a Jamaican football team based in Savanna-la-Mar, the capital of the parish of Westmoreland, in western Jamaica. Their home stadium is Frome Sports Club, which can hold a capacity of up to 2,000. The club was known as Reno FC until 2015, when the name was reworked to FC Reno."," Jamaican football team based in Savanna-la-Mar"
9309,"Babelsberg 03 ",Germany,"SV Babelsberg 03 is a German association football club based in Potsdam-Babelsberg, on the outskirts of Berlin. The team was founded as Sport-Club Jugendkraft 1903 and again as SG Karl-Marx Babelsberg in 1948 as successor to the pre-war side SpVgg Potsdam 03."," German association football club based in Potsdam-Babelsberg"
,Tryavna,Bulgaria,,
,Alibeykoyspor,Turkey,,
14962,Viettel,Vietnam,"Viettel Football Club, simply known as Viettel FC, is a Vietnamese professional football club based in Hanoi. The club belongs to the Viettel Sports Centre, a part of Viettel Group and competes in the V.League 1, the top tier of the Vietnamese football league system."," Vietnamese professional football club based in Hanoi"
,Farroupilha,Brazil,,
23437,Villa Clara,Cuba,"FC Villa Clara is a Cuban football club based in Santa Clara, Villa Clara Province, which currently play Cuban first division."," Cuban football club based in Santa Clara"
,Ibiza Islas Pitiusas,Spain,,
9356,Quick '20,Netherlands,"Quick '20 is a football club from Oldenzaal, Netherlands. The club was founded in 1920 and is currently playing in the Derde Divisie, which is the second highest tier of amateur football in the Netherlands and the fourth tier in general. Quick lost 6–2 in the first round."," football club from Oldenzaal"
,Rayo Ibense,Spain,,
7003,Arras,France,"Arras Football Association is a French association football team founded in 1901. It is based in Arras, France and plays in the Régional 1, the sixth tier in the French football league system. It plays at the Degouve-Brabant Stadium in Arras. From 1901–1997, the club was called RC Arras.",
9174,Deportivo Armenio,Argentina,"Club Deportivo Armenio is a football club from Ingeniero Maschwitz, Greater Buenos Aires, Argentina. The team currently plays in the Primera B Metropolitana, which is the regionalised third division of the Argentine football league system."," football club from Ingeniero Maschwitz"
,Santiago de Cuba,Cuba,,
,Sonacos,Senegal,,
,La Linguere,Senegal,,
12600,Juticalpa,Honduras,"Juticalpa F.C. is a Honduran football club, based in Juticalpa, Honduras. Nicknamed Los Canecheros, they currently play in the Honduran second division. Their home venue is the currently renovated and expanded Estadio Juan Ramón Brevé Vargas."," Honduran football club"
,Atletico SFF,Italy,,
7743,Al Ain,Saudi Arabia,"Al Ain Football Club or Al Ain FC or simply Al Ain is a professional football club, based in the city of Al Ain, Abu Dhabi, United Arab Emirates. It is one of many sport sections of the multi-sports club Al Ain Sports and Cultural Club (Arabic: نادي العين الرياضي الثقافي) Al Ain SCC for short."," professional football club"
,Adrense,Italy,,
13050,Torcatense,Portugal,,
14885,Real Noroeste,Brazil,,
14762,Matanzas,Cuba,"FC Matanzas is a Cuban football club based in Matanzas. Its home stadium is the 1,000-capacity Estadio Calimete. It last played in the Campeonato Nacional in 2013."," Cuban football club based in Matanzas"
14761,Artemisa,Cuba,"FC Artemisa is a Cuban football team playing at the top level. Estadio de Guanajay, which has capacity for 3,000 people, is their home venue.",
,Sangimignano,Italy,,
,Penalva Castelo,Portugal,,
,Figueirense São João del Rei,Brazil,,
,Gremio Osasco,Brazil,,
10641,Cesarense,Portugal,"Futebol Clube Cesarense is a Portuguese football club based in Cesar, Oliveira de Azeméis in the district of Aveiro."," Portuguese football club based in Cesar"
,Street,England,,
,Ethnikos Latsion,Cyprus,,
,Sao Carlos,Brazil,,
,Sellana,Greece,,
,Águilas FC,Spain,,
,St. Georgen,Italy,,
,Sanmaurese,Italy,,
13873,Almere City II,Netherlands,,
12762,Hoi King,Hong Kong,,
,Guarani MG,Brazil,,
14326,Furiani Agliani,France,"Association Sportive de Furiani-Agliani is a French association football club. They are based in the town of Furiani, located on the island of Corsica and their home stadium is the Stade du Bastio. As of the 2019–20 season, they play in the Championnat National 3 Group D.",
,Tigers,Namibia,,
,ASD Pineto,Italy,,
,AE Kalampaki,Greece,,
,Darfo Boario,Italy,,
,Sansare,Guatemala,,
,Necaxa II,Mexico,,
,SAG Cestas,France,,
,ADO '20,Netherlands,,
11544,HBS Craeyenhout,Netherlands,,
,Duffel,Belgium,,
,Waremme,Belgium,,
13396,Tienen,Belgium,,
9987,Ethnikos Alexandroupoli,Greece,"Ethnikos Alexandroupoli F.C. is an association football club based in Alexandroupoli, a city in the Evros prefecture of northern Greece. It was established in 1927.",n association football club based in Alexandroupoli
6951,Proodeftiki,Greece,"Proodeftiki Football Club, also known as Proodeftiki Piraeus, simply as Proodeftiki, or with its full name as A.O.",
,Palliniakos,Greece,,
,Apollon Eretria,Greece,,
,Thiseas Agria,Greece,,
8162,Cannes,France,"Association Sportive de Cannes Football is a French association football club based in Cannes. The club was formed 1902 as a sports club and currently plays in the Championnat National 3, the fifth division of French football."," French association football club based in Cannes"
11615,Tarbes,France,,
11666,Balma,France,,
,Bourges Foot,France,,
10960,Geel,Belgium,"AS Verbroedering Geel is a Belgian association football club based in Geel, province of Antwerp. Currently, they play in the Belgian Provincial Leagues."," Belgian association football club based in Geel"
12727,Guangzhou R&F U19,Hong Kong,,
12809,San Gwann,Malta,,
13876,ODIN '59,Netherlands,"HSV ODIN '59 is a football club from Heemskerk, Netherlands. The club was founded in 1959 and is currently playing in the Derde Divisie Saturday. ODIN stands for Ons Doel Is Nuttig (Our purpose is useful)."," football club from Heemskerk"
,SJC Noordwijk,Netherlands,,
14396,Eemdijk,Netherlands,"VV Eemdijk is a football club from Bunschoten-Spakenburg, Netherlands. They play in the Saturday Hoofdklasse."," football club from Bunschoten-Spakenburg"
12950,ONS Sneek,Netherlands,"ONS BOSO Sneek is a Dutch football club from Sneek, playing in the Derde Divisie."," Dutch football club from Sneek"
11139,Santa Iria,Portugal,,
12760,Mutual,Hong Kong,,
9984,Ilisiakos,Greece,"Ilisiakos Football Club is an Athens-based football club that was founded in 1927 by Michalis Xydis, Lambropoulos, Evgenopoulos, Nikolaos Plessas, et al. They played in Delta Ethiniki until 2003.",
,Schriek,Belgium,,
9753,Colwyn Bay,England,"Colwyn Bay Football Club is a football club based in Old Colwyn in north Wales. They are currently members of the Cymru North, the second tier of the Welsh football pyramid. Nicknamed the Seagulls, but also known as 'The Bay', their home ground is Llanelian Road in Old Colwyn."," football club based in Old Colwyn in north Wales"
,APEA,Cyprus,,
13510,Ubuntu Cape Town,South Africa,,
13502,Witbank Spurs,South Africa,"Witbank Spurs are a South African football club based in Witbank, Mpumalanga that competes in the Premier Soccer League's National First Division.",
,Whitehill,Scotland,,
,Herent,Belgium,,
,Mildenhall Town,England,,
13361,AJEB,Burkina Faso,,
,Al Mourada,Sudan,,
9640,Holywell Town,Wales,"Holywell Town Football Club is a Welsh football club from Holywell, Flintshire. They are nicknamed  'The Wellmen', and play their home games at the Achieve More Training Stadium, Holywell. They play in the Cymru North."," Welsh football club from Holywell"
11137,Gafanha,Portugal,,
,Montargis,France,,
11259,Kasba Tadla,Morocco,"Jeunesse Sportive de Kasbah Tadla are a Moroccan football club founded in 1946, based in the town of Kasba Tadla. The club plays in the First Division in Morocco, since the 2010–11 season.",
,Mandel United,Belgium,,
,ArzignanoChiampo,Italy,,
,SV Rot-Weiss Hadamar,Germany,,
12974,Sankoyo Bush Bucks,Botswana,"Sankoyo Bush Bucks Football Club is an association football club from Sankoyo, Botswana. They formerly played in the top domestic Botswana Premier League until their relegation in 2019. They play home games in Maun.Their colours are green and white.",n association football club from Sankoyo
12859,Norchi Dinamo,Georgia,FC Norchi Dinamoeli is a Georgian football club based in Tbilisi. They play in Erovnuli Liga 2 since they were promoted in 2017.," Georgian football club based in Tbilisi"
,La Union CF,Spain,,
,Eintracht Braunschweig II,Germany,,
11142,Cinfaes,Portugal,,
,CA Chaco For Ever,Argentina,,
10563,Siarka Tarnobrzeg,Poland,"Siarka Tarnobrzeg is a Polish professional football club, based in Tarnobrzeg, Subcarpathian Voivodeship, which will compete in II liga in the 2022–23 season, the third tier of the national football league system."," Polish professional football club"
,SV Kirchanschoring,Germany,,
,FC Eilenburg,Germany,,
,CS U Craiova II,Romania,,
13968,Young Africans,Namibia,"Young Africans Sports Club, commonly referred as Yanga  is a Tanzanian football club based in Jangwani, Dar es Salaam, Tanzania. Founded in 1935, the club play their home games at the Benjamin Mkapa Stadium."," Tanzanian football club based in Jangwani"
,Iliria Fushe-Kruje,Albania,,
,Genc Kalemler,FYR Macedonia,,
,SV Altluedersdorf,Germany,,
7344,Dnepr Smolensk,Russia,"FC Dnepr Smolensk is an association football club from Smolensk, Russia, founded in 2004 and dissolved in 2019. Another Smolensk team, FC Kristall Smolensk, was dissolved in early 2004. It played in the Russian Professional Football League from 2005 to 2007 and then again from 2009 to 2019.",n association football club from Smolensk
,Chavdar Etropole,Bulgaria,,
13067,Africa Sports,Ivory Coast,,
,Radnicki Nova Pazova,Serbia,,
,Jedinstvo Bosnjace,Serbia,,
,FC Hennef 05,Germany,,
,FC 08 Villingen,Germany,,
,Nora,Sweden,,
14071,Hisingsbacka,Sweden,,
18192,Wattens II,Austria,,
,Delta Dobrogea,Romania,,
,Cetate Deva,Romania,,
,Stumbras II,Lithuania,,
8932,Vinogradar,Croatia,"NK Vinogradar was a Croatian football club based in the village of Lokošin Dol, part of the  town of Jastrebarsko.",
,Vrbovec,Croatia,,
,Chicó de Guayana,Venezuela,,
,Hassleholm,Sweden,,
,FC Ederbergland,Germany,,
,NFA Kaunas,Lithuania,,
10464,Tripoli,Lebanon,"Tripoli Sporting Club, also known as AC Tripoli or simply Tripoli, is a football club based in Tripoli, Lebanon, that competes in the Lebanese Premier League."," football club based in Tripoli"
15556,PSIM Yogyakarta,Indonesia,"Perserikatan Sepakbola Indonesia Mataram, commonly known as PSIM, is a professional football club based in Yogyakarta, Indonesia. They play in Liga 2, with their home stadium being the Mandala Krida Stadium."," professional football club based in Yogyakarta"
,FSV 08 Bissingen,Germany,,
,Persebo Bondowoso,Indonesia,,
,Ouanaminthe,Haiti,,
,Tarup-Paarup,Denmark,,
13642,Krabi,Thailand,Krabi Football Club is a Thai professional Association football club based in Krabi Province. The club is currently playing in the Thai League 2.," Thai professional Association football club based in Krabi Province"
,Ang Thong,Thailand,,
,TuS Heiligenkreuz,Austria,,
,FC Karbach,Germany,,
,Sundbyberg,Sweden,,
,Gottne IF,Sweden,,
,Nordvarmland,Sweden,,
,Gaflenz,Austria,,
,Kornspitz Pregarten,Austria,,
,Paris Saint Germain B,France,,
,Markt Allhau,Austria,,
,Horezu,Romania,,
,CSM Lugoj,Romania,,
22263,Avantul Reghin,Romania,,
,Novy Jicin,Czech Republic,,
13980,Nairobi Stima,Kenya,"Nairobi Stima is an association football club based in Nairobi, Kenya. The club currently competes in the Kenyan National Super League.",n association football club based in Nairobi
13987,Administration Police,Kenya,"Kenya Police Football Club is an association football club based in Nairobi, Kenya. The team currently competes in the Kenya Premier League, after achieving promotion from the Kenyan National Super League after beating Vihiga United by an aggregate of 2:1 in a two legged final.",n association football club based in Nairobi
13979,Modern Coast Rangers,Kenya,"Modern Coast Rangers is an association football club based in Mombasa, Kenya. The club currently competes in the Kenyan National Super League.",n association football club based in Mombasa
13798,Atlético Furrial,Venezuela,,
23738,Hranice,Czech Republic,"SK Hranice is a Czech football club located in Hranice (Přerov District) in the Olomouc Region. It currently plays in Divize E, which is in the Czech Fourth Division. The club has taken part in the Czech Cup on a number of occasions, reaching the third round in 2001–02, 2002–03 and 2004–05."," Czech football club located in Hranice (Přerov District) in the Olomouc Region"
,Orijent 1919,Croatia,,
