7454,Olimpia Asuncion,Paraguay,"Club Olimpia is a Paraguayan sports club based in the city of Asunción. The club promotes the practice of various sports with most importance given to the football, rugby and basketball sides, the former being the highest priority and most successful.",Asunción
21663,Raya2,Mexico,"Club Raya2 Expansión, known simply as Raya2, is a Mexican professional football club based in Monterrey, Nuevo León. Founded in 2021, Raya2 is the official reserve team of C.F.",Monterrey
9527,Real Potosí,Bolivia,Club Real Potosí is a Bolivian football club based in Potosí.,Potosí
16489,Real Santa Cruz,Bolivia,"Club Real Santa Cruz is a football club from Santa Cruz, Bolivia currently playing in the top-flight División Profesional after winning promotion in 2019. The club last played in the first division in 2004; they also played the Copa Bolivia in 2001, when they became runners-up.",Santa Cruz
7653,Rangers Talca,Chile,"Club Social de Deportes Rangers is a Chilean football club based in the city of Talca. The club was founded November 2, 1902 and plays in the second level of the Chilean football system. Their home games are played at the Fiscal stadium, which has a capacity of 16,000 seats.",Talca
9052,Guillermo Brown,Argentina,"Club Social y Atlético Guillermo Brown, mostly known as Guillermo Brown or Brown de Puerto Madryn, is an Argentine sports club from Puerto Madryn in Chubut Province. The football team currently plays in the Primera B Nacional.",Puerto Madryn
9926,Colo-Colo,Chile,"Club Social y Deportivo Colo-Colo is a Chilean professional football club based in Macul, Santiago. Founded in 1925 by David Arellano they play in the Chilean Primera División, from which they have never been relegated.",Macul
14262,Nueva Concepcion,Guatemala,"Club Social y Deportivo Nueva Concepción, is a Guatemalan football club based in Nueva Concepción, Escuintla Department. They compete in the Primera Division, the second tier of Guatemalan football. They play their home games in the Estadio Jose Luis Ibarra .",Nueva Concepción
14273,Deportivo Sacachispas,Guatemala,"Club Social y Deportivo Sacachispas is a professional football club based in Chiquimula, Guatemala. The team plays in the Primera División de Ascenso, the second-highest football division in Guatemala. Their home stadium is the Estadio Las Victorias.",Chiquimula
20505,Sportivo Ameliano,Paraguay,Club Sportivo Ameliano is a Paraguayan football club based in Barrio Virgen del Huerto in the city of Asunción. The club will compete in the Paraguayan Primera División for the 2022 season after their promotion at the end of the 2021 Paraguayan División Intermedia.,Asunción
12780,Dock Sud,Argentina,"Club Sportivo Dock Sud is an Argentine football club based in the Dock Sud district of Avellaneda Partido, Greater Buenos Aires.",Avellaneda Partido
9130,Estudiantes de San Luis,Argentina,"Club Sportivo Estudiantes is an Argentine association football club based in the city of San Luis in the homonymous province. The senior squad currently plays in Primera B Nacional, the second division of Argentine football league system.",San Luis
7913,Sportivo Luqueño,Paraguay,"Club Sportivo Luqueño is a Paraguayan football club, based in the city of Luque on the outskirts of the capital Asunción. The club has won two Paraguayan championships.",Asunción
14615,Sergipe,Brazil,"Club Sportivo Sergipe, or Sergipe as they are usually called, is a Brazilian football team from Aracaju, the second oldest club in the state of Sergipe, founded on October 17, 1909.",Aracaju
7802,Unión Española,Chile,"Club Unión Española S.A.D.P is a professional Chilean football team  based in Independencia, Santiago de Chile.",Independencia
9163,Villa Dalmine,Argentina,"Club Villa Dálmine is an Argentine football club from Campana, Buenos Aires Province. The team currently plays in Primera B Nacional, the second level of the Argentine football league system.",Campana
13847,Atlético Patrocinense,Brazil,"Clube Atlético Patrocinense, commonly known as Patrocinense, or as CAP, is a Brazilian football club based in Patrocínio, Minas Gerais state.",Patrocínio
7465,CRB,Brazil,"Clube de Regatas Brasil, commonly referred to as CRB, is a Brazilian professional football club based in Maceió, Alagoas. It competes in the Série B, the second tier of Brazilian football, as well as in the Campeonato Alagoano, the top flight of the Alagoas state football league.",Maceió
9382,Mafra,Portugal,"Clube Desportivo Mafra is a Portuguese football club, currently playing in the Liga Portugal 2. They are based in the town of Mafra and own Campo Doutor Mário Silveira stadium, but the games are played in Estádio Municipal de Mafra.",Mafra
8602,Trofense,Portugal,"Clube Desportivo Trofense]), commonly known as Trofense, is a Portuguese football club based in Trofa, Portugal. Founded in 1930, it plays in Segunda Liga, holding home games at Estádio do Clube Desportivo Trofense, with a capacity of 5,074 spectators.",Trofa
10237,Remo,Brazil,"Clube do Remo, commonly referred to as Remo, is a Brazilian professional club based in Belém, Pará founded on 5 February 1905.",Belém
14849,Aimore,Brazil,"Clube Esportivo Aimoré, commonly referred to as Aimoré, is a Brazilian football club based in São Leopoldo, Rio Grande do Sul. It currently plays in Campeonato Gaúcho Série A, the first level of the Rio Grande do Sul state football league.",São Leopoldo
7728,Náutico,Brazil,"Clube Náutico Capibaribe, also known as Náutico, is a Brazilian sports club, including a professional football team, in Recife, Pernambuco. Náutico, as of 2021, is competing in the Série B.",Recife
16018,College 1975,Gibraltar,"College 1975 F.C. is an association football team from Gibraltar. Originally formed in 1975, they currently play in the Gibraltar National League.",Gibraltar
8938,Cortuluá,Colombia,"Corporación Club Deportivo Tuluá, commonly known as Cortuluá,  is a professional Colombian football team based in Tuluá, that currently plays in the Categoría Primera B. The club was founded on October 16, 1967 and play their home games at the Doce de Octubre stadium.",Tuluá
14093,CSKA 1948,Bulgaria,CSKA 1948 Sofia is a Bulgarian football club from the city of Sofia. The team plays its home matches at the Bistritsa Stadium and competes in Bulgaria's First League. The colours of the club are red and white.,Sofia
8676,Dagenham & Redbridge,England,"Dagenham &amp; Redbridge Football Club  is a professional association football club based in Dagenham, England. The team competes in the National League, the fifth tier of the English football league system.",Dagenham
7849,Deportes Quindío,Colombia,"Deportes Quindío is a  professional Colombian football club based in Armenia that currently plays in the Categoría Primera A. The club was founded on 8 January 1951, and its best achievement was winning the 1956 league tournament. They play their home games at the Centenario stadium.",Armenia
9854,Alaves B,Spain,"Deportivo Alavés B, S.A.D., usually known as Alavés B, is a Spanish football team based in Vitoria-Gasteiz, in the autonomous community of Basque Country.",Vitoria-Gasteiz
21981,Amatitlan,Guatemala,"Deportivo Amatitlán is a Guatemalan football club  from Amatitlán, Guatemala Department. It was Founded on 30 September 1962 and currently plays on the Segunda División de Ascenso, third tier on Guatemalan football.",Amatitlán
11022,Santa Ana,Spain,"Deportivo Asociación de Vecinos Santa Ana is a Spanish football team based in Madrid, in the namesake community. Founded in 1974 it plays in Tercera División – Group 7, holding home games at Polideportivo Santa Ana, which has a capacity of 2,000 spectators.",Madrid
7643,Medellín,Colombia,"Deportivo Independiente Medellín, also known as Independiente Medellín or DIM, is a Colombian professional football club based in Medellín that currently plays in the Categoría Primera A. They play their home games at Estadio Atanasio Girardot, which seats 40,943 people.",Medellín
7737,Derry City,Republic of Ireland,"Derry City Football Club is a professional association football club based in Derry, Northern Ireland. It plays in the League of Ireland Premier Division, the top tier of league football in the Republic of Ireland, and is the League of Ireland's only participant from Northern Ireland.",Derry
11271,DRB Tadjenanet,Algeria,"Difaa Riadhi Baladiat Tadjenanet, more commonly known as DRB Tadjenanet, is a football club based in Tadjenanet, Algeria. The club was founded in 1971 and its colours are blue and white. Their home stadium, Lahoua Smaïl Stadium, has a capacity of some 9,000 spectators.",Tadjenanet
14234,Diriangen,Nicaragua,Diriangén FC is a Nicaraguan professional football club based in Diriamba which competes in Nicaraguan Premier Division (Primera Division). It is one of the oldest clubs in not only Nicaragua but in Central America.,Diriamba
7280,Diósgyőr,Hungary,"Diósgyőr-Vasgyári Testgyakorlók Köre, more commonly Diósgyőri VTK (Hungarian: [ˈdioːʒɟøːri ˈveːteːkaː]) is a Hungarian sports club from Diósgyőr district of Miskolc best known for its football team.",Miskolc
8521,Dorchester Town,England,"Dorchester Town Football Club are a semi-professional football club, based in Dorchester, Dorset, England. They currently play in the Southern League Premier Division South. The club is affiliated to the Dorset County Football Association and is a FA chartered Standard club.",Dorchester
8848,Dover Athletic,England,"Dover Athletic Football Club is a semi-professional association football club based in the town of Dover, Kent, England. The club currently competes in the National League South, the sixth tier of English football.",Dover
9703,"Dungannon ",Northern Ireland,"Dungannon Swifts Football Club is a Northern Irish, semi-professional football club playing in the NIFL Premiership. The club, founded in 1949, has risen from the Mid-Ulster league to the top tier in Northern Ireland since its election to the Irish League First Division in 1997.",Dungannon
9062,East Fife,Scotland,"East Fife Football Club is a semi-professional football club established in 1903 in Methil, Fife, Scotland. They are members of the Scottish Professional Football League and compete in Scottish League Two, the fourth tier of the Scottish football league system.",Methil
9831,East Thurrock United,England,"East Thurrock United Football Club is a football club based in Corringham, Essex, England. They are currently members of the Isthmian League North Division, the eighth tier of English football, and play at Rookery Hill.",Corringham
22845,Eastern Company SC,Egypt,"Eastern Company Sporting Club is an Egyptian football club based in Cairo, Egypt. The club is related to the tobacco company, Eastern Company (El Sharkia Lel Dokhan).",Cairo
8495,Eastleigh,England,"Eastleigh Football Club is a professional association football club based in Eastleigh, Hampshire, England. They currently compete in the National League, the fifth tier of English football, and play their home matches at The Silverlake Stadium.",Eastleigh
10455,Egaleo,Greece,"Egaleo Football Club is a Greek professional football club based in Egaleo, a suburb of Athens, Greece. Founded in 1946, it uses all documents of previous club (Ierapolis F.C., founded in 1931).",Egaleo
13689,Ehime,Japan,"Ehime Football Club is a professional football club based in Matsuyama, the capital city of Ehime Prefecture of Japan. After winning the JFL championship in 2005, the club now plays in J3 League.",Matsuyama
19048,Elmina Sharks,Ghana,"Elmina Sharks F.C. is a football club from Ghana based in Elmina, Central Region. The club is competing in the 2018 Ghanaian Premier League. Home games are played at Nduom Sports Stadium.",Elmina
8722,Emirates Club,United Arab Emirates,"Emirates Club is a professional football club based in the city of Ras Al Khaimah, United Arab Emirates. They play in the UAE Pro League after being promoted from the UAE First Division League. They play their home games at the Emirates Club Stadium in Ras Al Khaimah.",Ras Al Khaimah
6911,Eskişehirspor,Turkey,"Eskişehirspor is a Turkish professional football club located in Eskişehir. Eskisehirspor has a total of six trophies, making them the sixth most trophies holders in Turkey. Founded in 1965, Eskişehirspor competed in the top division of Turkish football for 16 years until they were relegated.",Eskişehir
12914,Hammam-Sousse,Tunisia,"Espoir Sportif de Hammam-Sousse, often referred to as ESHS is a football club from Hammam-Sousse in Tunisia. Founded in 1954, the team plays in yellow and black colors. Their ground is the Stade Municipal Bou Ali-Lahouar also called Stadium l'Arbi Lahwar, which has a capacity of 6,500.  H.",Hammam-Sousse
11413,Democrata GV,Brazil,"Esporte Clube Democrata, usually known simply as Democrata de Governador Valadares, Democrata-GV, or just Democrata, is a traditional Brazilian football club from Governador Valadares, Minas Gerais state.",Governador Valadares
14851,Novo Hamburgo,Brazil,"Esporte Clube Novo Hamburgo, commonly referred to as Novo Hamburgo, is a Brazilian football club based in Novo Hamburgo, Rio Grande do Sul. It currently plays in Campeonato Gaúcho Série A, the first level of the Rio Grande do Sul state football league.",Novo Hamburgo
8912,Agua Santa,Brazil,"Esporte Clube Água Santa, commonly referred to as simply Água Santa, is a Brazilian association football club in Diadema, São Paulo, currently playing in the Paulistão, the top tier of the São Paulo state football league.",Diadema
16017,Europa Point,Gibraltar,"Europa Point F.C. is a football team from Gibraltar. The club, is best known for its ""A Progressive Club"" philosophy, and currently plays in the Gibraltar National League the top senior tier of association football in Gibraltar.",Gibraltar
23598,Extremadura B,Spain,"Extremadura Unión Deportiva ""B"" is the reserve team of Extremadura UD, a Spanish football club based in Almendralejo, in the autonomous community of Extremadura.",Almendralejo
8176,Extremadura UD,Spain,"Extremadura Unión Deportiva was a Spanish football team based in Almendralejo, in the autonomous community of Extremadura. Founded in 2007, it last played in Primera División RFEF – Group 1, holding home games at Estadio Francisco de la Hera.",Almendralejo
7857,Fagiano Okayama,Japan,"Fagiano Okayama is a Japanese football club based in Okayama, the capital of Okayama Prefecture. They play in the J2 League, the second tier of the country's football league system.",Okayama
20696,FBK Balkan,Sweden,FBK Balkan is a Swedish football club located in the district Rosengård of Malmö. The club was founded on 22 November 1962. They currently play in Division 2 Södra Götaland. The club comes from a Malmö neighbourhood known for its very large immigrant community.,Malmö
14239,Admira II,Austria,"FC Admira Wacker Mödling, also known as Flyeralarm Admira for sponsorship reasons or simply Admira, is a football club from Mödling, Austria. The club was originally formed in 1905 as SK Admira Wien in the Austrian capital.",Mödling
219,Amkar,Russia,"FC Amkar Perm is a professional football club. Originally founded in 1994, it is based in the city of Perm. It was a participant in the Russian professional football league from 1995 and in the Russian Premier League from 2004 to 2018.",Perm
15308,Arsenal Dzerzhinsk,Belarus,"FC Arsenal Dzerzhinsk is a football team from Dzerzhinsk, Minsk Oblast, Belarus, currently playing in the Belarusian Premier League.",Dzerzhinsk
12362,Baykonur,Kazakhstan,FC Baikonur are a Kazakh football club based at the Lokomativ Arena in Kyzylorda.,Baykonur
558,Baník Ostrava,Czech Republic,"FC Baník Ostrava is a football club from the Silesian part of the city of Ostrava, Czech Republic. Founded in 1922 as SK Slezská Ostrava, Baník has won numerous national and international trophies.",Ostrava
9344,Baranovichi,Belarus,"FC Baranovichi is a Belarusian football club based in Baranavichy, Brest Oblast. Their home stadium is Lokomotiv Stadium, Baranavichy. The club was founded in 1945 and had changed its name several times during its history. Team colors are red and blue.",Baranavichy
7390,Biolog,Russia,"FC Biolog-Novokubansk is a Russian football team from Progress settlement of Novokubansky District, founded in 1995. Since 2011 it plays in the third-level FNL 2. Previously it played in Russian amateur championship and Krasnodar Krai championship.",nd
7407,Chernomorets Novorossiysk,Russia,FC Chernomorets Novorossiysk is the oldest Russian association football club based in Novorossiysk. It plays in the third-tier FNL 2.,Novorossiysk
8466,Chertanovo,Russia,"FC Chertanovo Moscow is a Russian professional football club based in Chertanovo, Moscow who play in the FNL 2, the third tier of Russian football. It is the senior team of the Chertanovo Football Academy.",Chertanovo
7422,Chiasso,Switzerland,"FC Chiasso is a Swiss football club based in Chiasso. It was founded in 1905. Chiasso also played in the Italian first league between 1914 and 1923. The team's most glorious period was between 1948 and 1961, when the team was promoted to the Swiss Super League.",Chiasso
7332,Chita,Russia,FC Chita is a Russian association football club based in Chita that currently plays in the FNL 2. The club was founded in 1984 as a result of reorganization of FC Lokomotiv Chita which was excluded from the First Division. FC Chita was immediately admitted to the Second Division.,Chita
6938,Dila Gori,Georgia,"FC Dila Gori is a Georgian football club based in Gori. The club takes part in Erovnuli Liga, the first tier of Georgian football system, and plays their home games at Tengiz Burjanadze Stadium. Dila won the Georgian Cup in 2012 and Georgian Championship in 2015.",Gori
9226,Dinamo Samarqand,Uzbekistan,"FC Dinamo Samarqand is an Uzbek football club, based in city of Samarkand, Uzbekistan. Currently it plays in Uzbekistan Super League.",Samarkand
9295,Dornbirn 1913,Austria,"FC Dornbirn 1913 is an Austrian association football club based in Dornbirn, Vorarlberg. It is currently playing in the 2. Liga, the 2nd level of Austrian football. For many years FC Dornbirn played in the second level of professional football.",Dornbirn
7392,Druzhba,Russia,"FC Druzhba Maykop is a Russian association football club from Maykop, Republic of Adygea, founded in 1963. It is playing in the FNL 2. Their biggest achievement was reaching the semifinal of the Russian Cup in the 1992/93 cycle. The club was known as Urozhai Maykop from 1963 to 1968.",Maykop
7338,Dinamo Barnaul,Russia,"FC Dynamo Barnaul is a Russian professional club from Barnaul, founded in 1957. It plays in the third-tier of the FNL 2. It played amateur level football for the 2013–14 season, after failing its licence due to debts owed to players.",Barnaul
10577,Dinamo Makhachkala,Russia,FC Dynamo Makhachkala is a Russian football club based in Makhachkala.,Makhachkala
8009,Dinamo Bryansk,Russia,FC Dynamo-Bryansk is a Russian football club based in Bryansk. The team colours are (Home) all blue. (Away) all white with blue shorts.,Bryansk
17134,Eilenburg,Germany,"FC Eilenburg is a German association football club from the city of Eilenburg, Saxony.",Eilenburg
11465,Elva,Estonia,"FC Elva is a football club, based in Elva, Estonia, that competes in the Esiliiga, the second level of Estonian football.",Elva
18660,Fakel-M,Russia,FC Fakel-M Voronezh is a Russian football club based in Voronezh. It acts as the reserve-team for FC Fakel Voronezh.,Voronezh
15626,Giessen,Germany,"FC Gießen is a German association football club from the city of Giessen and the Watzenborn-Steinberg quarter of the town of Pohlheim, both in Hesse. The club's greatest success has been promotion to the tier four Regionalliga Südwest in 2016 and 2019.",Pohlheim
8771,Halifax Town,England,"FC Halifax Town is a professional association football club based in Halifax, West Yorkshire, England. They currently compete in the National League, the fifth tier of English football, and play at the Shay. They replaced Halifax Town A.F.C., which went into administration in the 2007–08 season.",Halifax
9373,Helsingor,Denmark,"FC Helsingør is a Danish football club from Helsingør. The club plays in the Danish 1st Division, having been promoted after winning the Danish 2nd Division in the 2019-2020 season. The club has finished the last two seasons in the top 4 of the Danish 1st Division.",Helsingør
13564,Honka Akatemia,Finland,"FC Honka is a Finnish football club based in Espoo. It was founded in 1957 as Tapion Honka, and changed its name to FC Honka in 1975. The club currently play in the Finnish premier division (Veikkausliiga), having been promoted for the first time in their history at the end of the 2005 season.",Espoo
7405,Kaluga,Russia,"FC Kaluga is an association football club from Kaluga, Russia, founded in 2009. The club is playing in the FNL 2. The team appeared after uniting two football Clubs from Kaluga: FC MiK Kaluga and FC Lokomotiv Kaluga.",Kaluga
18767,Karpaty Halych,Ukraine,"FC Karpaty Halych is a professional Ukrainian football club from the historical city of Halych. The team is currently playing Ukrainian Second League after competing in the Ukrainian Amateur championship. The club was formed back in 1949 as Kolhospnyk Halych, part of the Kolos sports society.",Halych
10473,Khujand,Tajikistan,"FC Khujand is a Tajik professional football club based in Khujand, currently playing in the Ligai Olii Tojikiston, the top division in the country.",Khujand
9395,Kobrin,Belarus,"FC Kobrin is a Belarusian football club based in Kobrin, Brest Oblast.",Kobrin
8004,Kolomna,Russia,"FC Kolomna is a Russian football team from Kolomna. It was founded in 1906, from a merger of two Kolomna teams, FC Oka and FC Avangard-Kortek. They played professionally from 1997 to 2002, and again beginning in the 2013–14 season.",Kolomna
14177,Kuban Holding,Russia,"FC Kuban-Holding Pavlovskaya is a Russian football team based in Pavlovskaya, Krasnodar Krai. It was founded in 2015 and played on the amateur level. For 2020–21 season, it received the license for the third-tier Russian Professional Football League.",Pavlovskaya
7680,Kuressaare,Estonia,"FC Kuressaare, commonly known as Kuressaare, is a professional football club, based in Kuressaare, Saaremaa, Estonia. The club's home ground is Kuressaare linnastaadion. Founded on 14 March 1997, the club competes in the Meistriliiga, the top tier of Estonian football.",Kuressaare
11567,Kyran,Kazakhstan,FC Kyran is a Kazakhstani football club based in Shymkent.,Shymkent
7308,Lada Tolyatti,Russia,FC Lada-Tolyatti is a Russian football club based in Tolyatti.,Tolyatti
10602,Legion Dynamo,Russia,FC Legion Dynamo Makhachkala is a Russian football team from Makhachkala. It was founded in 2015 as FC Legion Makhachkala and participated in local amateur competitions.,Makhachkala
21133,Levski Lom,Bulgaria,"FC Levski is a Bulgarian football club based in Lom, currently playing in the Second League, the second level of Bulgarian football league system.The club was founded in 1921. They play their home games at the 2,500-capacity Gradski Stadium.",Lom
10847,Lida,Belarus,"FC Lida is a Belarusian association football club based in Lida, Grodno Oblast.",Lida
13836,Linkoping City,Sweden,"FC Linköping City is a football club based in Linköping, Sweden, affiliated with the Östergötlands Fotbollförbund.",Linköping
10925,Gomelzheldortrans,Belarus,FC Lokomotiv Gomel is a Belarusian football club based in Gomel.,Gomel
11568,Maqtaaral,Kazakhstan,FC Maktaaral is a Kazakhstani football club based in Maktaaral District.,nd
7138,Mash'al,Uzbekistan,FC Mash'al Mubarek is an Uzbek football club based in Mubarek. Mash'al means a torch.,Mubarek
6941,Merani Martvili,Georgia,"FC Merani Martvili is a Georgian association football club based in Martvili, which currently takes part in Liga 2, the second division of Georgian league system. Being one of the youngest clubs, Merani has spent five seasons in the top division and once reached the final of David Kipiani Cup.",Martvili
12420,Molodechno,Belarus,"FC Molodechno is a Belarusian football club based in Molodechno. They play in the Belarusian Second League, the 3rd division in Belarusian football. Their home stadium is Molodechno City Stadium.",Molodechno
12494,Kafa,,"FC More Feodosia was a football club from Feodosia, Ukraine.  The club existed before transfer of Crimea as FC More Yuzhnaya Tochka. Sometimes in 1952 it moved to a town of Prymorskyi where it played until 1989.",Feodosia
8703,Nikopol,Ukraine,"FC Nikopol is a professional Ukrainian football club from the city of Nikopol, Dnipropetrovsk oblast and Makiivka, Donetsk Oblast before 2015. Another FC Nikopol has existed in Nikopol prior to relocation of FC Makiivvuhillya.",Nikopol
7423,Nosta,Russia,"FC Nosta Novotroitsk is a Russian association football club based in Novotroitsk, Orenburg Oblast. The club finished 16th in the Russian First Division in 2009 and was relegated to the Russian Second Division. In early 2010 it was announced that the club is dissolved due to lack of financing.",Novotroitsk
11165,Oberneuland,Germany,"FC Oberneuland Bremen von 1948 is a German association football club from the Oberneuland quarter of Bremen, founded on 13 April 1948 in the local inn Zum Dorfkrug as Fußball-Club Oberneuland von 1948. In addition to football, the club has departments for basketball and gymnastics.",Bremen
10930,Oshmyany,Belarus,"FC Oshmyany was a Belarusian football club based in Oshmyany, Grodno Oblast.",Oshmyany
11684,Osipovichy,Belarus,"FC Osipovichi is a Belarusian football club based in Osipovichi, Mogilev Oblast.",Osipovichi
8925,Pakhtakor Tashkent,Uzbekistan,"FC Pakhtakor Tashkent is an Uzbek professional football club, based in the capital city Tashkent, that competes in the Uzbekistan Super League. Pakhtakor literally means ""cotton-grower"" in English.",Tashkent
10692,Podillya Khmelnytskyi,Ukraine,"FC Podillya Khmelnytskyi is a professional Ukrainian football team that is based in Khmelnytskyi, Khmelnytskyi Oblast, Ukraine. The club competes in the Ukrainian Second League.",Khmelnytskyi
12635,RM Hamm Benfica,Luxembourg,"FC Rapid Mansfeldia Hamm Benfica is a football club, based in Hamm, a quarter of Luxembourg City, in southern Luxembourg.",Hamm
8607,Real Pharma,Ukraine,"FC Real Pharma Odesa  is a professional Ukrainian football club from the city of Odessa. The ""Pharma"" portion of the name comes from pharmaceutical influences that are associated with the club's ownership as evident on the original logo which is in English rather than Ukrainian.",Odessa
15624,Rodina,Russia,FC Rodina Moscow is a Russian football team based in Moscow that will play in the second-tier FNL in the 2022–23 season.,Moscow
12498,Rotor-2,Russia,"FC Rotor-2 Volgograd is a Russian football team based in Volgograd. It is the farm club for FC Rotor Volgograd. It previously played professionally as FC Rotor-d Volgograd or FC Rotor-2 Volgograd in the Russian Second Division in 1992–1993, 1998–2000 and 2004 and Russian Third League in 1994-1997.",Volgograd
12495,Rubin Yalta,,"FC Rubin Yalta is a association football team from Yalta, Crimea. It plays in Avanhard Stadium (ru: стадион Авангард) on Biryukova St, 2а, Yalta, Crimea, 98601. The kit colors for home are red shirts and shorts and white socks. The kit colors for away are white shirts and socks and red shorts.",Yalta
7334,Sakhalin,Russia,"FC Sakhalin Yuzhno-Sakhalinsk is a Russian football club based in Yuzhno-Sakhalinsk, Russia, that competes in the FNL 2, the third tier of Russian football. The club was founded as FC Sakhalin-Tourist Yuzhno-Sakhalinsk in 2004 and changed their name to Sakhalin Yuzhno-Sakhalinsk in 2005.",Yuzhno-Sakhalinsk
6859,Salyut,Russia,FC Salyut Belgorod is a Russian association football club based in Belgorod. They play in the FNL 2.,Belgorod
21683,Saransk,Russia,FC Saransk is a Russian football team based in Saransk.,Saransk
8073,Saturn,Russia,"FC Saturn Ramenskoye is a Russian football club, based in the Moscow suburb of Ramenskoye. It is also known as FC Saturn Moscow Region (Russian: Фк Сатурн Московской области, romanized: FK Saturn Moskovskaya Oblast).",Moscow
8303,Schaffhausen,Switzerland,"FC Schaffhausen is a Swiss football team from the town of Schaffhausen. The club plays in the Challenge League, the second tier of Swiss football.",Schaffhausen
8147,Sellier & Bellot Vlašim,Czech Republic,"FC Sellier &amp; Bellot Vlašim is a football club located in Vlašim, Czech Republic. It currently plays in the Czech National Football League.",Vlašim
7038,FC Sevastopol,,FC Sevastopol was a Ukrainian football club based in Sevastopol. The club was a spiritual descendant of the Soviet clubs from Sevastopol such as Chaika Sevastopol.,Sevastopol
9019,Sfintul Gheorghe,Moldova,"FC Sfîntul Gheorghe is a Moldovan football club based in Suruceni, Moldova. They play in the Divizia Națională, the top division in Moldovan football.",Suruceni
7126,Smolevichi,Belarus,"FC Smolevichi is a Belarusian football club based in Smolevichi, Minsk Oblast.",Smolevichi
9246,Smorgon,Belarus,"FC Smorgon is a Belarusian football club based in Smarhon. They will play in the Belarusian Premier League, the first level in the Belarusian league system, after being promoted from the Belarusian First League in 2021.",Smarhon
12427,Stroitel Starye Dorogi,Belarus,"FC Starye Dorogi is a Belarusian football club based in Starye Dorogi, Minsk Voblast.",Starye Dorogi
8002,Strogino,Russia,FC Strogino Moscow is a Russian professional football club based in Moscow. It started its professional history in the 2013–14 season of the Russian Professional Football League.,Moscow
10927,Khimik Svetlogorsk,Belarus,"FC Svetlogorsk is a Belarusian football club based in Svetlogorsk, Gomel Voblast.",Svetlogorsk
13868,Telavi,Georgia,"FC Telavi is a Georgian association football club from the city of Telavi, competing in Erovnuli Liga, the first tier of Georgian league system. They have been a member of the top flight since 2020.",Telavi
6901,Tyumen,Russia,FC Tyumen is a Russian football club based in Tyumen. The former member of the Russian Premier League now plays in the third-tier FNL 2.,Tyumen
12634,Una Strassen,Luxembourg,"FC UNA Strassen is a football club, based in Strassen, Luxembourg.",Strassen
12467,Veles,Russia,"FC Veles Moscow is a Russian football team based in Moscow. It was founded in 2016 and entered amateur competitions. For 2017–18 season, it received the license for the third-tier Russian Professional Football League.",Moscow
8465,Viktoria Köln,Germany,"FC Viktoria Köln is a German association football club from the city of Cologne in North Rhine-Westphalia, that competes in the 3. Liga.",Cologne
639,ViOn Zlaté Moravce,Slovakia,"FC ViOn Zlaté Moravce – Vráble is a Slovak football team, based in the town of Zlaté Moravce. The club was founded on 22 January 1995.",Zlaté Moravce
6898,Volga Ulyanovsk,Russia,"FC Volga Ulyanovsk is a professional association football club based in Ulyanovsk, Russia. In the 2022–23 season, it will play in the second-tier Russian Football National League. Their reserve team FC Volga-d Ulyanovsk used to play professionally as FC Energiya Ulyanovsk.",Ulyanovsk
11440,Volna Pinsk,Belarus,"FC Volna Pinsk is a Belarusian football club based in Pinsk, Brest Oblast. The club plays in the Belarusian First League.",Pinsk
7178,Vysočina Jihlava,Czech Republic,"FC Vysočina Jihlava is a football club from Jihlava, Czech Republic, which currently plays in the Czech National Football League, after relegated from the Czech First League, the top football competition in the Czech Republic in 2017–18 season.",Jihlava
18742,Wiltz,Luxembourg,"FC Wiltz 71 is a football club, based in Wiltz, in north-western Luxembourg. The club is currently playing in the highest football league in Luxembourg.",Wiltz
18611,Essentuki,Russia,"FC Yessentuki is a Russian football team based in Yessentuki. It was founded in 2014 and played on the amateur level. For 2020–21 season, it received the license for the third-tier Russian Professional Football League.",Yessentuki
12492,Yevpatoria,,"FC Yevpatoria is a association football team based in Yevpatoria, Crimea.",Yevpatoria
7307,Zenit Izhevsk,Russia,"FC Zenit Izhevsk is a Russian football club from Izhevsk, founded in 2011. It played its first professional season in the Russian Second Division in 2011, where it replaced FC SOYUZ-Gazprom Izhevsk.",Izhevsk
7395,Zenit Penza,Russia,"FC Zenit Penza is a Russian football team from Penza. It played professionally in 1948–1949, 1961–1973, 1990–1999, 2002–2008, 2010–2017 and from 2021. It played on the second-highest level in the Soviet First League in 1948–1949 and 1960–1962, where its best result was 8th place in Zone 3 in 1961.",Penza
7767,Zenit Petersburg II,Russia,FC Zenit-2 Saint Petersburg is a Russian football team from Saint Petersburg. It plays in the FNL 2 (third level). It is a farm club for the Russian Premier League team FC Zenit Saint Petersburg.,Saint Petersburg
14161,Zvezda Perm,Russia,"FC Zvezda Perm is a Russian football team from Perm, established in 1932.",Perm
15926,Felixstowe & Walton United,England,"Felixstowe and Walton United Football Club is a football club based in Felixstowe, Suffolk, England. Formed in 2000 by a merger of Felixstowe Port &amp; Town and Walton United, the club are currently members of the Isthmian League North Division and play at Dellwood Avenue.",Felixstowe
10103,Ferroviaria,Brazil,"Ferroviário Atlético Clube, commonly referred to as Ferroviário, is a Brazilian professional club based in Fortaleza, Ceará founded on 9 May 1933.",Fortaleza
